Theta (deg),Phi (deg),Frequency (MHz),Gain (dBi),Return Loss (dB),Return Loss (deg),Absolute Gain (dBi)
-178,0,1570,-1.968704356,-2.894130359,0,1.16095823
-178,0,1585,-0.947866966,-6.681363147,0,0.101863569
-178,0,1600,-1.032673731,-18.1455404,0,-0.96559577
-178,0,1615,-2.55921971,-10.95619997,0,-2.195974418
-178,0,1630,-5.518787366,-6.503275588,0,-4.419064621
-178,0,1645,-3.804702339,-4.218703357,0,-1.738725193
-178,0,1660,0.448652774,-6.58393971,0,1.525406144
-178,0,1675,-4.581503061,-7.917004531,0,-3.81628904
-178,0,1690,-2.167324119,-5.849869541,0,-0.859501829
-178,0,1705,-2.3137133,-6.312173863,0,-1.157323621
-178,0,1720,-2.728786333,-7.384798426,0,-1.853089363
-178,0,1735,-3.058635037,-8.172896397,0,-2.341038082
-178,0,1750,-3.47891482,-7.971094027,0,-2.724045427
-178,0,1765,-4.095106846,-8.25416619,0,-3.391951638
-178,0,1780,-4.645662834,-8.932371922,0,-4.051483681
-178,0,1795,-5.482631119,-8.873599955,0,-4.879767821
-178,0,1810,-7.320416008,-9.00752049,0,-6.737146329
-178,0,1825,-8.694414506,-9.724041479,0,-8.205066472
-178,0,1840,-8.99178623,-10.11631298,0,-8.546944777
-178,0,1855,-10.24749386,-10.26276421,0,-9.81815729
-178,0,1870,-14.14349386,-10.79815823,0,-13.76618468
-178,0,1885,-14.17898618,-11.45567637,0,-13.85670797
-178,0,1900,-10.29271373,-11.81555014,0,-9.996958003
-178,0,1915,-8.658450689,-11.97501965,0,-8.373715376
-178,0,1930,-8.042455526,-12.70891838,0,-7.803234911
-178,0,1945,-6.994697894,-13.35072933,0,-6.789132935
-178,0,1960,-5.038960815,-13.65736977,0,-4.847722836
-178,0,1975,-4.304188508,-14.35573249,0,-4.141895259
-178,0,1990,-3.806046052,-15.21257334,0,-3.673260961
-178,0,2005,-3.020188232,-15.11617448,0,-2.884375717
-178,0,2020,-2.386137956,-15.72182471,0,-2.268246295
-178,0,2035,-1.996252684,-16.01281874,0,-1.88609914
-178,0,2050,-2.004502895,-15.48135569,0,-1.879802205
-178,0,2065,-1.392170248,-16.02543731,0,-1.28234037
-178,0,2080,-1.546505128,-17.19055001,0,-1.462769679
-178,0,2095,-1.163612873,-16.63689633,0,-1.068366534
-178,0,2110,-1.932670671,-17.57457314,0,-1.856084443
-178,0,2125,-1.475768618,-19.97813223,0,-1.431899115
-178,0,2140,-2.162733326,-20.69818888,0,-2.125595112
-178,0,2155,-1.612204842,-20.12549692,0,-1.569806113
-178,0,2170,-1.751433646,-21.2006059,0,-1.718368081
-178,0,2185,-1.110289732,-22.45231996,0,-1.085527497
-178,0,2200,-2.261905476,-19.62778776,0,-2.214330111
-178,0,2215,-2.734520706,-16.24238379,0,-2.630107329
-178,0,2230,-3.703235466,-16.10158701,0,-3.595338485
-178,0,2245,-3.811955892,-15.72187065,0,-3.694065494
-178,0,2260,-4.211635627,-13.34247624,0,-4.005670232
-178,0,2275,-4.64565814,-12.98688834,0,-4.4216585
-178,0,2290,-7.227277762,-13.83790423,0,-7.0439932
-178,0,2305,-8.83743282,-12.84997081,0,-8.606064283
-178,0,2320,-7.618090499,-12.42178006,0,-7.362027668
-178,0,2335,-8.004805389,-13.86545095,0,-7.822704337
-178,0,2350,-6.460643567,-14.39690176,0,-6.29991021
-178,0,2365,-5.729896638,-13.47790868,0,-5.53040258
-178,0,2380,-3.97843755,-14.13137872,0,-3.80736835
-178,0,2395,-2.92694843,-15.36934138,0,-2.798941106
-178,0,2410,-2.450628687,-13.36357538,0,-2.245685427
-178,0,2425,-2.15152864,-12.06715948,0,-1.872966543
-178,0,2440,-2.617930511,-12.03422122,0,-2.337177636
-178,0,2455,-2.509619307,-10.37840935,0,-2.092124677
-178,0,2470,-2.767869439,-9.241430613,0,-2.217209656
-178,0,2485,-2.355834541,-9.425033074,0,-1.829409662
-178,0,2500,-2.031076564,-8.439585261,0,-1.359706567
-178,0,2515,-1.984454293,-8.223372639,0,-1.275864443
-178,0,2530,-2.328659255,-8.558604903,0,-1.676872303
-178,0,2545,-2.271104968,-8.457804357,0,-1.602773356
-178,0,2560,-2.798423581,-8.819301295,0,-2.187416235
-178,0,2575,-2.894863653,-9.897572021,0,-2.425757295
-178,0,2590,-3.225719137,-10.53540004,0,-2.823754805
-178,0,2605,-3.736259203,-10.53513149,0,-3.334268828
-178,0,2620,-4.756221093,-9.833349639,0,-4.279728482
-178,0,2635,-4.682696619,-9.368393117,0,-4.148918737
-178,0,2650,-6.028166954,-8.48921121,0,-5.365038268
-178,0,2665,-7.64901995,-7.161196647,0,-6.721756327
-178,0,2680,-13.06984825,-7.06127472,0,-12.11845898
-178,0,2695,-12.5002226,-7.039976472,0,-11.54360116
-178,0,2710,-12.66650413,-6.541300854,0,-11.57767751
-178,0,2725,-11.17882219,-7.064287244,0,-10.22817042
-178,0,2740,-11.49217779,-8.177816677,0,-10.77546426
-178,0,2755,-11.83684298,-8.403433477,0,-11.15939974
-178,0,2770,-15.71808057,-9.004799613,0,-15.13441965
-178,0,2785,-11.85208268,-9.425569915,0,-11.32572698
-178,0,2800,-9.692308805,-8.698374384,0,-9.062737021
-178,0,2815,-7.014803426,-7.514090325,0,-6.167472159
-178,0,2830,-7.495643842,-7.192070078,0,-6.575696375
-178,0,2845,-8.232965525,-6.951793305,0,-7.254336786
-178,0,2860,-10.28050142,-6.938928144,0,-9.298615027
-178,0,2875,-10.85351817,-7.347329945,0,-9.969406257
-178,0,2890,-10.12396218,-7.774896457,0,-9.330825295
-178,0,2905,-9.281278789,-9.264667605,0,-8.733750739
-178,0,2920,-7.145435771,-9.696415756,0,-6.652781062
-178,0,2935,-7.689401943,-7.898118713,0,-6.920539679
-178,0,2950,-7.251018082,-7.287882541,0,-6.353371003
-178,0,2965,-7.741775017,-7.44257893,0,-6.878882027
-178,0,2980,-5.769709422,-6.104596555,0,-4.547963759
-178,0,2995,-6.130842118,-6.637219731,0,-5.068963185
-178,0,3010,-5.236238218,-8.577193798,0,-4.587453831
-178,0,3025,-8.13842024,-9.779208027,0,-7.655605382
-178,0,3040,-11.1089531,-9.433831243,0,-10.58366071
-178,0,3055,-13.06728187,-8.695998683,0,-12.43733937
-178,0,3070,-10.3244871,-7.354206335,0,-9.441926199
-178,0,3085,-11.29295032,-6.50691336,0,-10.1942753
-178,0,3100,-12.7592554,-7.002220143,0,-11.79327966
-178,0,3115,-7.770676437,-9.988936227,0,-7.311870481
-178,0,3130,-9.518147074,-12.70393445,0,-9.278644059
-178,0,3145,-8.654078593,-9.603972334,0,-8.150185805
-178,0,3160,-9.574295028,-8.05423441,0,-8.835030452
-178,0,3175,-6.795005528,-7.148674076,0,-5.864756001
-178,0,3190,-6.53736837,-7.508343497,0,-5.688798017
-178,0,3205,-8.71513314,-10.47464361,0,-8.307231537
-178,0,3220,-9.10806022,-15.31360788,0,-8.978374647
-178,0,3235,-9.946320524,-11.54673038,0,-9.630977654
-178,0,3250,-5.703017325,-9.12906013,0,-5.136941375
-178,0,3265,-6.628094293,-8.003239041,0,-5.879300386
-178,0,3280,-6.8222482,-8.629830313,0,-6.181885438
-178,0,3295,-8.41806581,-13.297761,0,-8.209916924
-178,0,3310,-8.144479355,-15.79746966,0,-8.028650729
-178,0,3325,-6.765080977,-9.641120725,0,-6.265736483
-178,0,3340,-8.396238581,-8.216474004,0,-7.686424986
-178,0,3355,-8.414861525,-9.209507828,0,-7.859868255
-178,0,3370,-6.352295946,-8.975968122,0,-5.764472056
-178,0,3385,-9.110414647,-10.92137587,0,-8.744118093
-178,0,3400,-9.003854061,-12.67385352,0,-8.762639302
-178,0,3415,-8.359955684,-8.875253847,0,-7.757338615
-178,0,3430,-9.24268391,-7.100690312,0,-8.300893737
-178,0,3445,-9.199414123,-8.07980285,0,-8.464877716
-178,0,3460,-12.17644911,-8.019047633,0,-11.43062352
-178,0,3475,-11.30658062,-7.586925491,0,-10.47478223
-178,0,3490,-8.999896261,-7.801431669,0,-8.212056694
-178,0,3505,-12.09643406,-8.933717133,0,-11.5024521
-178,0,3520,-10.11860412,-9.033352077,0,-9.539034853
-178,0,3535,-9.729355563,-9.93318816,0,-9.264293273
-178,0,3550,-11.39367338,-12.80042045,0,-11.1595771
-178,0,3565,-11.36359667,-12.84536505,0,-11.13197597
-178,0,3580,-13.60185256,-13.81928888,0,-13.41776377
-178,0,3595,-10.06102186,-14.41689408,0,-9.901040484
-178,0,3610,-11.21334969,-14.64573133,0,-11.06172484
-178,0,3625,-14.78043653,-15.1425923,0,-14.64546058
-178,0,3640,-13.37424498,-14.53206413,0,-13.21852635
-178,0,3655,-12.6035322,-16.31016628,0,-12.50075509
-178,0,3670,-13.80986262,-17.06726878,0,-13.72369208
-178,0,3685,-8.431737919,-14.46832774,0,-8.273674735
-178,0,3700,-13.70780869,-16.63589899,0,-13.61254023
-178,0,3715,-7.859760809,-16.6412265,0,-7.764610437
-178,0,3730,-9.022402828,-14.04327222,0,-8.84775622
-178,0,3745,-11.46524679,-14.80101302,0,-11.31903818
-178,0,3760,-9.720515942,-15.06212939,0,-9.582975555
-178,0,3775,-11.19413762,-14.66027087,0,-11.04302847
-178,0,3790,-13.57408253,-14.09054206,0,-13.40136462
-178,0,3805,-7.931237068,-14.53378084,0,-7.775581098
-178,0,3820,-8.849995492,-14.98102881,0,-8.709820242
-178,0,3835,-10.26527846,-14.14897926,0,-10.0949149
-178,0,3850,-10.13327334,-13.87504401,0,-9.951582606
-178,0,3865,-7.672651504,-13.84044169,0,-7.489476288
-178,0,3880,-8.889912827,-13.4408324,0,-8.688668127
-178,0,3895,-8.919893247,-13.73889778,0,-8.732289744
-178,0,3910,-12.29339924,-12.27947806,0,-12.02854186
-178,0,3925,-10.57884915,-13.57272936,0,-10.38376175
-178,0,3940,-6.84383581,-15.234325,0,-6.711724304
-178,0,3955,-5.939051066,-12.85191994,0,-5.707789159
-178,0,3970,-7.088405243,-13.79878449,0,-6.903426435
-178,0,3985,-10.44090477,-15.55226795,0,-10.31825246
-178,0,4000,-8.326519925,-13.68264386,0,-8.136416283
-177,0,1000,-15.22296882,-1.090492938,0,-8.68751089
-177,0,1015,-16.31367916,-0.928815271,0,-9.158995538
-177,0,1030,-17.28388755,-1.39310421,0,-11.66793209
-177,0,1045,-19.68203546,-2.998749733,0,-16.66015448
-177,0,1060,-15.08127779,-7.139202061,0,-14.14876264
-177,0,1075,-14.45028052,-3.471084247,0,-11.85653151
-177,0,1090,-14.47615262,-1.655179983,0,-9.485424234
-177,0,1105,-14.8633966,-1.535884516,0,-9.603805236
-177,0,1120,-20.68828167,-2.442011274,0,-17.02397324
-177,0,1135,-24.07121287,-5.960115364,0,-22.80147533
-177,0,1150,-17.98369455,-5.99334396,0,-16.72518372
-177,0,1165,-12.55823971,-2.600150659,0,-9.094977405
-177,0,1180,-13.60186814,-1.609047084,0,-8.510000112
-177,0,1195,-13.60969037,-1.457176143,0,-8.15873239
-177,0,1210,-15.72320119,-2.105540129,0,-11.56867378
-177,0,1225,-18.46562675,-4.726750388,0,-16.68231121
-177,0,1240,-11.26225877,-6.625140851,0,-10.19702815
-177,0,1255,-10.25707148,-3.052583119,0,-7.288646985
-177,0,1270,-9.37688583,-1.787029365,0,-4.657440334
-177,0,1285,-8.504733433,-1.611954803,0,-3.419342272
-177,0,1300,-7.977757005,-2.046925183,0,-3.727595201
-177,0,1315,-8.456085662,-4.479432884,0,-6.541586812
-177,0,1330,-8.627412901,-8.811195168,0,-8.015179668
-177,0,1345,-13.18226171,-5.034473373,0,-11.54722733
-177,0,1360,-16.37170902,-2.49897285,0,-12.7817443
-177,0,1375,-11.4716001,-1.792180367,0,-6.762255749
-177,0,1390,-10.19280463,-2.244483694,0,-6.252109381
-177,0,1405,-8.759676362,-5.034663736,0,-7.124729009
-177,0,1420,-9.060446674,-12.61003096,0,-8.81555834
-177,0,1435,-9.689836707,-6.578440966,0,-8.611534887
-177,0,1450,-6.562241787,-3.778973156,0,-4.204805875
-177,0,1465,-3.73718052,-2.7764479,0,-0.479716189
-177,0,1480,-2.340647005,-3.006138573,0,0.673818327
-177,0,1495,-1.506682433,-4.74150736,0,0.269159292
-177,0,1510,-1.74680635,-11.7155774,0,-1.443917707
-177,0,1525,-4.101746919,-8.839761363,0,-3.493822058
-177,0,1540,-12.62268577,-3.862004151,0,-10.32413342
-177,0,1555,-4.30338155,-2.300868463,0,-0.444694993
-177,0,1570,-1.865642897,-2.90812398,0,1.249294957
-177,0,1585,-0.872887367,-6.681385201,0,0.176837138
-177,0,1600,-1.129777488,-18.17792996,0,-1.063201772
-177,0,1615,-2.604248565,-10.96112331,0,-2.241432509
-177,0,1630,-5.505892168,-6.508629014,0,-4.407710881
-177,0,1645,-3.964070233,-4.218889509,0,-1.898206478
-177,0,1660,0.42401997,-6.572557845,0,1.503981266
-177,0,1675,-4.472775892,-7.905319491,0,-3.705306862
-177,0,1690,-2.093402162,-5.847260071,0,-0.784662545
-177,0,1705,-2.54776399,-6.312536458,0,-1.391484927
-177,0,1720,-2.983012749,-7.378257333,0,-2.105853129
-177,0,1735,-3.089683394,-8.17633721,0,-2.372704352
-177,0,1750,-3.386355818,-7.97742034,0,-2.632686343
-177,0,1765,-4.51356769,-8.255642486,0,-3.810671891
-177,0,1780,-4.834434693,-8.942085496,0,-4.241677878
-177,0,1795,-5.517663004,-8.871607556,0,-4.914502939
-177,0,1810,-6.079446232,-9.007878651,0,-5.496228032
-177,0,1825,-8.473146431,-9.720747573,0,-7.983405366
-177,0,1840,-9.127539982,-10.09439538,0,-8.680327916
-177,0,1855,-10.14236533,-10.27141288,0,-9.713926448
-177,0,1870,-11.41608178,-10.79336484,0,-11.03833727
-177,0,1885,-12.94317359,-11.45751237,0,-12.62103677
-177,0,1900,-10.72161277,-11.81690756,0,-10.42595268
-177,0,1915,-9.335693434,-11.97617156,0,-9.051036164
-177,0,1930,-7.521264015,-12.68814652,0,-7.280864157
-177,0,1945,-6.0601691,-13.33938401,0,-5.854053467
-177,0,1960,-4.960752592,-13.63464325,0,-4.768488706
-177,0,1975,-4.426264933,-14.35401965,0,-4.263906451
-177,0,1990,-4.135392135,-15.20439952,0,-4.002353025
-177,0,2005,-2.9429811,-15.13045717,0,-2.807621521
-177,0,2020,-2.284125896,-15.71296446,0,-2.165990168
-177,0,2035,-1.911530211,-15.98685674,0,-1.800707702
-177,0,2050,-1.587874281,-15.46528196,0,-1.462704477
-177,0,2065,-1.422110581,-16.02171754,0,-1.312185392
-177,0,2080,-1.6353529,-17.19793455,0,-1.551761087
-177,0,2095,-1.916748686,-16.66315042,0,-1.822082698
-177,0,2110,-2.168053738,-17.5703042,0,-2.091391523
-177,0,2125,-1.925772574,-20.02206,0,-1.882346777
-177,0,2140,-1.531250474,-20.73836327,0,-1.494455675
-177,0,2155,-1.445459396,-20.07128961,0,-1.402525503
-177,0,2170,-1.57557975,-21.19273512,0,-1.542453976
-177,0,2185,-1.870850865,-22.39968261,0,-1.845785808
-177,0,2200,-2.162627618,-19.61437433,0,-2.114904275
-177,0,2215,-2.746595597,-16.2464925,0,-2.642282151
-177,0,2230,-3.126430982,-16.12203153,0,-3.019047053
-177,0,2245,-4.284948345,-15.74152778,0,-4.167597598
-177,0,2260,-4.903917146,-13.33328692,0,-4.697504951
-177,0,2275,-5.60686327,-12.98746966,0,-5.382894397
-177,0,2290,-7.201589213,-13.85942844,0,-7.01923008
-177,0,2305,-9.273348974,-12.86362341,0,-9.042726259
-177,0,2320,-8.573746506,-12.4266714,0,-8.317980566
-177,0,2335,-6.557652941,-13.85064892,0,-6.374916911
-177,0,2350,-5.905766558,-14.39710115,0,-5.745040718
-177,0,2365,-5.092059249,-13.4730413,0,-4.892336258
-177,0,2380,-3.943741056,-14.12597444,0,-3.772454592
-177,0,2395,-2.973789204,-15.37416831,0,-2.845926187
-177,0,2410,-2.321903374,-13.38145435,0,-2.117822184
-177,0,2425,-2.369197926,-12.06359693,0,-2.090399731
-177,0,2440,-2.293110585,-12.08548197,0,-2.015759499
-177,0,2455,-2.647256738,-10.39082239,0,-2.231012665
-177,0,2470,-2.566530101,-9.206840358,0,-2.011173084
-177,0,2485,-2.141801071,-9.398839286,0,-1.611989177
-177,0,2500,-2.114304887,-8.422484464,0,-1.440069437
-177,0,2515,-1.975917969,-8.21469219,0,-1.265787926
-177,0,2530,-2.490810616,-8.537903367,0,-1.835662232
-177,0,2545,-2.414219577,-8.47303756,0,-1.748417007
-177,0,2560,-2.82466942,-8.788240411,0,-2.208950415
-177,0,2575,-3.236834237,-9.882392008,0,-2.765992991
-177,0,2590,-4.022195062,-10.55189534,0,-3.621827022
-177,0,2605,-3.464023031,-10.56616438,0,-3.065030489
-177,0,2620,-4.376675442,-9.877828361,0,-3.905311305
-177,0,2635,-5.436602014,-9.390406861,0,-4.905694838
-177,0,2650,-6.961658872,-8.497165485,0,-6.299840964
-177,0,2665,-8.630807855,-7.195292433,0,-7.711620298
-177,0,2680,-8.306603312,-7.063127784,0,-7.355667764
-177,0,2695,-17.04397042,-7.055835763,0,-16.09124804
-177,0,2710,-13.22563422,-6.525659023,0,-12.13234029
-177,0,2725,-11.00222125,-7.062125907,0,-10.05104042
-177,0,2740,-13.57469832,-8.157977178,0,-12.85441542
-177,0,2755,-15.18217765,-8.444073385,0,-14.51155751
-177,0,2770,-11.7859683,-9.011289067,0,-11.20324005
-177,0,2785,-9.712620569,-9.429146418,0,-9.186725479
-177,0,2800,-7.45414521,-8.689882049,0,-6.823247137
-177,0,2815,-7.569514898,-7.516749935,0,-6.722756402
-177,0,2830,-8.168110071,-7.171023906,0,-7.243182223
-177,0,2845,-8.136391961,-6.936961014,0,-7.154006393
-177,0,2860,-7.761283331,-6.923964196,0,-6.775592586
-177,0,2875,-10.03868309,-7.337120916,0,-9.15226289
-177,0,2890,-8.00790195,-7.778926222,0,-7.215572048
-177,0,2905,-7.059516041,-9.275681411,0,-6.513465735
-177,0,2920,-7.366749673,-9.696750004,0,-6.874135113
-177,0,2935,-7.417323725,-7.889914057,0,-6.646870627
-177,0,2950,-6.970122974,-7.286399467,0,-6.072135306
-177,0,2965,-6.04536286,-7.44059436,0,-5.182033537
-177,0,2980,-6.212672472,-6.105324779,0,-4.991163363
-177,0,2995,-5.390640549,-6.673830751,0,-4.338848199
-177,0,3010,-5.345036214,-8.57937634,0,-4.696603384
-177,0,3025,-6.572773064,-9.776218736,0,-6.089606568
-177,0,3040,-8.157759006,-9.421005743,0,-7.630814869
-177,0,3055,-15.2170546,-8.729233508,0,-14.59227708
-177,0,3070,-13.91959571,-7.375755593,0,-13.04187596
-177,0,3085,-8.851821398,-6.494150686,0,-7.749465591
-177,0,3100,-7.987147788,-7.020481169,0,-7.025708972
-177,0,3115,-8.421582656,-9.952835206,0,-7.95873546
-177,0,3130,-7.632815588,-12.69152039,0,-7.392607674
-177,0,3145,-6.551312864,-9.601407305,0,-6.047104409
-177,0,3160,-5.921098812,-8.09208483,0,-5.188821918
-177,0,3175,-5.928584463,-7.157764483,0,-5.000503529
-177,0,3190,-6.404899445,-7.519146247,0,-5.55865665
-177,0,3205,-7.146517557,-10.48077899,0,-6.739219667
-177,0,3220,-10.73868581,-15.31579325,0,-10.60906646
-177,0,3235,-8.680562768,-11.53153833,0,-8.364073608
-177,0,3250,-6.804979452,-9.140495499,0,-6.24049315
-177,0,3265,-6.726066864,-8.008357269,0,-5.978235392
-177,0,3280,-7.067041212,-8.592594373,0,-6.42073312
-177,0,3295,-8.187089149,-13.26085147,0,-7.977120081
-177,0,3310,-6.640914047,-15.83087809,0,-6.525984872
-177,0,3325,-6.633420001,-9.648282751,0,-6.134947386
-177,0,3340,-10.43712344,-8.232659214,0,-9.73017732
-177,0,3355,-10.95995841,-9.240828455,0,-10.40921722
-177,0,3370,-8.230574374,-8.974801742,0,-7.642581404
-177,0,3385,-7.904264251,-10.92120089,0,-7.537952298
-177,0,3400,-9.216556845,-12.65414034,0,-8.974213499
-177,0,3415,-6.616771711,-8.890350772,0,-6.016397274
-177,0,3430,-5.770578308,-7.093002889,0,-4.826924467
-177,0,3445,-6.495425012,-8.047505308,0,-5.754910582
-177,0,3460,-9.073054114,-8.011857685,0,-8.325880087
-177,0,3475,-6.92045673,-7.544941619,0,-6.079743435
-177,0,3490,-12.98502298,-7.814589298,0,-12.19979575
-177,0,3505,-13.3608037,-8.935052706,0,-12.76701745
-177,0,3520,-6.993512418,-9.000893654,0,-6.409289372
-177,0,3535,-10.54429943,-9.939180323,0,-10.0799139
-177,0,3550,-7.747013339,-12.74188828,0,-7.509652272
-177,0,3565,-9.066648506,-12.82308405,0,-8.833803933
-177,0,3580,-10.06515742,-13.82977586,0,-9.881522131
-177,0,3595,-11.56716834,-14.45816761,0,-11.4087281
-177,0,3610,-12.3389119,-14.69815165,0,-12.18913793
-177,0,3625,-15.14007957,-15.13661648,0,-15.00491485
-177,0,3640,-10.55475897,-14.48935031,0,-10.39747305
-177,0,3655,-13.21053985,-16.31942902,0,-13.10798432
-177,0,3670,-15.7679804,-17.07049675,0,-15.68187452
-177,0,3685,-8.718463049,-14.47818443,0,-8.560764781
-177,0,3700,-17.02803706,-16.64171531,0,-16.93289751
-177,0,3715,-8.415315988,-16.57180927,0,-8.318615326
-177,0,3730,-12.13817498,-14.03246731,0,-11.96308443
-177,0,3745,-6.8742207,-14.80662962,0,-6.728204273
-177,0,3760,-9.653399948,-15.09582302,0,-9.516939381
-177,0,3775,-9.166978077,-14.65445305,0,-9.01566279
-177,0,3790,-7.957913426,-14.06821657,0,-7.784287315
-177,0,3805,-8.302335914,-14.62196633,0,-8.149864316
-177,0,3820,-12.16920387,-14.96530295,0,-12.0285118
-177,0,3835,-7.113513311,-14.13232083,0,-6.942481958
-177,0,3850,-9.238797226,-13.85783963,0,-9.056369945
-177,0,3865,-8.603938259,-13.78637731,0,-8.418418773
-177,0,3880,-10.56899928,-13.41091531,0,-10.36633052
-177,0,3895,-7.295318926,-13.80587741,0,-7.11064849
-177,0,3910,-9.376681122,-12.29987714,0,-9.113103318
-177,0,3925,-7.571899661,-13.59258963,0,-7.377722552
-177,0,3940,-6.640680789,-15.24768244,0,-6.508981204
-177,0,3955,-10.83634878,-12.86087717,0,-10.60557624
-177,0,3970,-12.07869286,-13.88419073,0,-11.89739247
-177,0,3985,-7.63120229,-15.60600109,0,-7.510079387
-177,0,4000,-8.709899798,-13.66795215,0,-8.51913761
-176,0,1000,-18.30239023,-1.090933462,0,-11.76847531
-176,0,1015,-13.86830726,-0.927982013,0,-6.710127555
-176,0,1030,-15.96273316,-1.393004559,0,-10.3465142
-176,0,1045,-21.89722743,-2.99324177,0,-18.86980202
-176,0,1060,-16.55129942,-7.137515765,0,-15.61838029
-176,0,1075,-14.18417234,-3.459615717,0,-11.58103005
-176,0,1090,-16.05582589,-1.657499429,0,-11.07009294
-176,0,1105,-17.95780264,-1.532091615,0,-12.68925805
-176,0,1120,-16.62254145,-2.444921682,0,-12.96208643
-176,0,1135,-22.74545231,-5.963956602,0,-21.47701847
-176,0,1150,-16.59384791,-6.008635601,0,-15.34046511
-176,0,1165,-13.86556982,-2.604724966,0,-10.40788102
-176,0,1180,-11.99928716,-1.608187853,0,-6.905502526
-176,0,1195,-13.41725004,-1.447009723,0,-7.940686496
-176,0,1210,-14.52493248,-2.121314529,0,-10.39557049
-176,0,1225,-14.0392017,-4.733532104,0,-12.25932558
-176,0,1240,-11.03267328,-6.635882794,0,-9.970423953
-176,0,1255,-10.48879246,-3.046770165,0,-7.514658999
-176,0,1270,-9.528509104,-1.787589595,0,-4.810163944
-176,0,1285,-9.154187634,-1.619007032,0,-4.084447207
-176,0,1300,-8.249439765,-2.038275538,0,-3.984874247
-176,0,1315,-8.172980732,-4.484164077,0,-6.261100727
-176,0,1330,-8.670073186,-8.816217889,0,-8.058599848
-176,0,1345,-13.22007543,-5.03530036,0,-11.58541906
-176,0,1360,-15.2501023,-2.492324628,0,-11.65157578
-176,0,1375,-10.75167366,-1.78651501,0,-6.03121756
-176,0,1390,-9.979575495,-2.239697401,0,-6.0317973
-176,0,1405,-8.804706238,-5.029422404,0,-7.16736087
-176,0,1420,-7.597906646,-12.61413141,0,-7.353256051
-176,0,1435,-9.590657536,-6.566516627,0,-8.508989166
-176,0,1450,-6.66174105,-3.765858168,0,-4.294826544
-176,0,1465,-4.120409167,-2.790547639,0,-0.878642059
-176,0,1480,-2.2107969,-3.014793162,0,0.795014495
-176,0,1495,-1.366370324,-4.75294585,0,0.403704507
-176,0,1510,-1.536700263,-11.70545768,0,-1.233079737
-176,0,1525,-4.222715909,-8.829278121,0,-3.613213745
-176,0,1540,-11.91108277,-3.869552012,0,-9.617788638
-176,0,1555,-4.113252992,-2.299482135,0,-0.252581179
-176,0,1570,-1.889362679,-2.90602808,0,1.227774385
-176,0,1585,-1.078747313,-6.679314733,0,-0.028456524
-176,0,1600,-1.088145405,-18.14319393,0,-1.021030911
-176,0,1615,-2.542827279,-10.97098822,0,-2.180869695
-176,0,1630,-5.536780113,-6.503083629,0,-4.43700205
-176,0,1645,-4.599683018,-4.229998949,0,-2.540572261
-176,0,1660,0.45713797,-6.574001748,0,1.536691711
-176,0,1675,-4.900057011,-7.897553782,0,-4.131085324
-176,0,1690,-2.360569011,-5.849053773,0,-1.052460028
-176,0,1705,-2.630179695,-6.311276264,0,-1.473516135
-176,0,1720,-3.172006839,-7.386144501,0,-2.29661053
-176,0,1735,-3.119575078,-8.181357328,0,-2.403496533
